Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size
HZ47488,California,No,Basic,Doctor,2011-02-18,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer3,Call Center,Four-Door Car,Medsize
LP51258,Oregon,No,Basic,Bachelor,2011-01-19,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
VW65573,California,No,Basic,High School or Below,2011-01-11,Unemployed,M,Suburban,Single,Special Auto,Special L3,Offer1,Agent,SUV,Large
LV82913,Oregon,No,Basic,College,2011-01-19,Employed,M,Urban,Married,Corporate Auto,Corporate L2,Offer2,Web,Four-Door Car,Medsize
OX53879,Arizona,No,Basic,Bachelor,2011-02-25,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Large
QV76563,Arizona,No,Basic,Doctor,2011-02-28,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L2,Offer4,Agent,Four-Door Car,Small
CP27565,Oregon,Yes,Basic,Bachelor,2011-02-10,Employed,M,Suburban,Single,Special Auto,Special L3,Offer1,Call Center,SUV,Medsize
LL56632,Oregon,No,Basic,High School or Below,2011-02-25,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,SUV,Medsize
ZG88784,Oregon,No,Basic,College,2011-01-10,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L2,Offer4,Call Center,Four-Door Car,Medsize
FO78512,California,No,Basic,Master,2011-01-09,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Web,Sports Car,Medsize
TX13297,California,Yes,Basic,Bachelor,2011-01-10,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Call Center,Four-Door Car,Large
RS20615,California,No,Basic,High School or Below,2011-01-26,Employed,F,Urban,Married,Special Auto,Special L1,Offer1,Web,Four-Door Car,Medsize
HP77890,Washington,No,Basic,College,2011-02-11,Employed,F,Rural,Single,Personal Auto,Personal L2,Offer3,Web,Four-Door Car,Large
GE45663,Arizona,Yes,Basic,Bachelor,2011-02-17,Employed,F,Urban,Divorced,Personal Auto,Personal L3,Offer2,Web,Two-Door Car,Medsize
UW90223,California,No,Basic,Bachelor,2011-02-27,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer3,Agent,Two-Door Car,Small
LC58452,California,No,Basic,High School or Below,2011-02-10,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Branch,SUV,Small
WO25669,Oregon,No,Basic,High School or Below,2011-01-05,Unemployed,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Branch,SUV,Medsize
NG59515,California,No,Extended,College,2011-01-29,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,SUV,Medsize
AQ52711,Oregon,No,Premium,Bachelor,2011-02-20,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Large
AU23837,Oregon,No,Basic,Bachelor,2011-01-19,Employed,F,Urban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Large
NG62780,Oregon,Yes,Basic,High School or Below,2011-01-18,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Small
WW16329,Oregon,Yes,Extended,College,2011-02-14,Employed,F,Suburban,Married,Corporate Auto,Corporate L1,Offer1,Branch,SUV,Medsize
YN46118,Arizona,No,Basic,High School or Below,2011-02-05,Employed,F,Suburban,Single,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Small
CW77053,Oregon,No,Basic,High School or Below,2011-02-23,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize
LX15904,Washington,No,Basic,High School or Below,2011-01-06,Employed,F,Suburban,Married,Special Auto,Special L2,Offer2,Agent,Four-Door Car,Medsize
IN26765,Oregon,No,Basic,College,2011-02-27,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer2,Branch,Two-Door Car,Medsize
WR55560,California,No,Premium,High School or Below,2011-01-07,Employed,M,Rural,Divorced,Corporate Auto,Corporate L3,Offer3,Branch,Sports Car,Medsize
JQ70222,Washington,No,Basic,High School or Below,2011-01-13,Employed,F,Suburban,Single,Personal Auto,Personal L1,Offer3,Call Center,SUV,Small
LU49168,Arizona,No,Basic,High School or Below,2011-02-26,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Branch,Two-Door Car,Large
EN97874,Oregon,No,Extended,High School or Below,2011-02-07,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer3,Agent,Four-Door Car,Medsize
IP76282,Oregon,No,Basic,High School or Below,2011-01-29,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer4,Agent,Four-Door Car,Medsize
NM18924,Oregon,No,Basic,High School or Below,2011-02-14,Disabled,F,Rural,Divorced,Corporate Auto,Corporate L3,Offer1,Call Center,Sports Car,Medsize
NZ98813,California,No,Basic,High School or Below,2011-02-11,Medical Leave,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Call Center,SUV,Medsize
XJ65608,California,No,Basic,College,2011-02-26,Employed,F,Suburban,Married,Corporate Auto,Corporate L1,Offer2,Agent,Two-Door Car,Medsize
HI71466,California,No,Extended,College,2011-02-25,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize
RO70057,Nevada,Yes,Extended,High School or Below,2011-01-20,Employed,M,Suburban,Single,Personal Auto,Personal L1,Offer2,Branch,Two-Door Car,Small
LT77960,Arizona,No,Basic,College,2011-01-21,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer4,Call Center,Four-Door Car,Medsize
FO13691,Oregon,No,Basic,Doctor,2011-01-30,Employed,M,Urban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize
IP87756,Washington,No,Extended,High School or Below,2011-01-17,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,SUV,Small
YG37894,California,No,Basic,College,2011-02-11,Retired,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Web,Two-Door Car,Small
SR24177,Nevada,No,Extended,Bachelor,2011-02-10,Employed,M,Rural,Single,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Medsize
BS91742,Washington,No,Extended,College,2011-01-23,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer3,Web,Luxury Car,Large
UJ38473,California,No,Basic,Bachelor,2011-01-05,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer2,Branch,Sports Car,Small
BP54465,Arizona,No,Extended,Master,2011-01-14,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize
YY12812,Nevada,No,Basic,Bachelor,2011-01-02,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Large
HW61722,Oregon,No,Basic,Bachelor,2011-01-27,Unemployed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize
CE17855,Oregon,No,Extended,Master,2011-01-02,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Medsize
ZX50209,California,No,Extended,College,2011-02-17,Employed,F,Rural,Single,Personal Auto,Personal L1,Offer4,Agent,Four-Door Car,Medsize
CZ84042,Oregon,No,Basic,High School or Below,2011-01-25,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer2,Branch,Two-Door Car,Medsize
SQ54906,Oregon,Yes,Basic,College,2011-02-22,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Small
QE21030,Washington,No,Basic,High School or Below,2011-02-09,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Call Center,Luxury SUV,Medsize
WP60679,Oregon,No,Basic,Bachelor,2011-01-06,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer1,Web,Sports Car,Medsize
BZ47770,Washington,No,Basic,Bachelor,2011-01-09,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Offer1,Agent,Two-Door Car,Medsize
TS76653,Nevada,Yes,Extended,Master,2011-02-23,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Sports Car,Medsize
IJ28717,Oregon,No,Basic,College,2011-02-13,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize
XL78013,Oregon,Yes,Extended,College,2011-01-11,Employed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Branch,Four-Door Car,Medsize
KN90631,Nevada,No,Basic,High School or Below,2011-01-16,Retired,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Web,SUV,Medsize
KU59569,California,No,Basic,College,2011-02-25,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Sports Car,Medsize
IE71278,California,No,Extended,Bachelor,2011-02-10,Employed,M,Urban,Divorced,Personal Auto,Personal L2,Offer1,Web,Four-Door Car,Medsize
VY76337,Washington,No,Basic,High School or Below,2011-01-20,Disabled,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Large
YC77374,California,No,Basic,Bachelor,2011-02-08,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Small
FX78218,California,No,Basic,Doctor,2011-02-12,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer3,Web,Four-Door Car,Large
ZK11389,Oregon,Yes,Basic,Bachelor,2011-01-31,Employed,M,Rural,Married,Corporate Auto,Corporate L1,Offer3,Agent,Four-Door Car,Medsize
MO82744,California,No,Basic,Bachelor,2011-01-01,Employed,F,Urban,Divorced,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize
GG20671,Nevada,No,Extended,College,2011-01-01,Employed,M,Suburban,Married,Special Auto,Special L2,Offer4,Agent,Four-Door Car,Large
YC53575,Oregon,No,Extended,High School or Below,2011-01-24,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize
ES82658,Oregon,No,Extended,Master,2011-01-03,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer4,Web,Four-Door Car,Medsize
SU44811,Oregon,No,Extended,High School or Below,2011-01-19,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer4,Call Center,Four-Door Car,Medsize
AZ43057,California,No,Basic,Master,2011-02-20,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
XU56756,Oregon,Yes,Basic,Bachelor,2011-01-31,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer3,Agent,Four-Door Car,Medsize
TM24806,Oregon,Yes,Extended,College,2011-02-23,Retired,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
ZH18791,Oregon,No,Basic,Bachelor,2011-01-10,Unemployed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
CE10235,California,No,Extended,Bachelor,2011-01-31,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Medsize
IQ96928,Oregon,No,Basic,High School or Below,2011-02-27,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L1,Offer1,Agent,Four-Door Car,Small
BM55732,Nevada,No,Basic,High School or Below,2011-02-16,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer4,Web,Two-Door Car,Medsize
PC76141,Nevada,No,Basic,Bachelor,2011-01-11,Medical Leave,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Web,Four-Door Car,Small
RV98208,Arizona,No,Basic,College,2011-01-29,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer1,Agent,Two-Door Car,Medsize
LJ21457,California,No,Basic,College,2011-01-28,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer3,Web,Two-Door Car,Small
MV86976,California,No,Extended,High School or Below,2011-01-03,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
HS13676,California,No,Premium,High School or Below,2011-01-13,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
OX35378,Oregon,No,Extended,Bachelor,2011-01-08,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
VL95438,Arizona,No,Basic,College,2011-01-10,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Agent,Four-Door Car,Medsize
YU32377,Oregon,No,Basic,College,2011-01-05,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L2,Offer3,Call Center,Two-Door Car,Medsize
QW88350,Washington,No,Basic,College,2011-02-23,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Offer2,Web,Four-Door Car,Large
TM61357,Nevada,No,Extended,Bachelor,2011-02-15,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer4,Agent,Four-Door Car,Medsize
CP99334,Oregon,No,Extended,College,2011-01-30,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
AO20938,Arizona,No,Basic,High School or Below,2011-01-12,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Call Center,SUV,Small
OY32548,Washington,No,Basic,College,2011-01-07,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize
XE36531,California,No,Extended,High School or Below,2011-01-05,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,SUV,Medsize
SZ86381,Oregon,No,Basic,Bachelor,2011-01-14,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize
YY29772,Arizona,No,Basic,High School or Below,2011-01-04,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
FG69718,California,No,Extended,High School or Below,2011-01-10,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Call Center,SUV,Medsize
MI81870,Arizona,No,Premium,Bachelor,2011-02-04,Employed,F,Suburban,Married,Corporate Auto,Corporate L1,Offer2,Branch,SUV,Medsize
QH27767,Oregon,No,Basic,Doctor,2011-01-26,Employed,M,Urban,Divorced,Personal Auto,Personal L2,Offer4,Agent,Four-Door Car,Medsize
IV54766,Oregon,Yes,Extended,Master,2011-02-20,Employed,F,Suburban,Divorced,Personal Auto,Personal L1,Offer2,Agent,Luxury SUV,Medsize
AD33653,Oregon,No,Extended,High School or Below,2011-01-08,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Medsize
HU54636,California,No,Extended,College,2011-01-30,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer4,Web,Four-Door Car,Medsize
CD45044,Arizona,No,Basic,High School or Below,2011-02-03,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
CB61335,California,No,Extended,High School or Below,2011-02-05,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
DL53457,California,Yes,Basic,College,2011-01-28,Medical Leave,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Large
YG68142,Oregon,No,Basic,High School or Below,2011-02-11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Medsize
UI24036,Washington,No,Extended,Bachelor,2011-02-19,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer2,Agent,SUV,Large
LD63324,Arizona,Yes,Extended,College,2011-01-05,Employed,M,Urban,Divorced,Corporate Auto,Corporate L3,Offer2,Call Center,Four-Door Car,Medsize
LB29621,Oregon,No,Extended,Bachelor,2011-01-22,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer2,Call Center,Four-Door Car,Medsize
XB43625,Arizona,No,Basic,Bachelor,2011-01-10,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Small
FI65786,Oregon,No,Extended,Master,2011-02-01,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer4,Web,Two-Door Car,Large
ZC61874,Arizona,No,Extended,Doctor,2011-02-03,Disabled,F,Suburban,Married,Special Auto,Special L1,Offer1,Branch,SUV,Small
QA66968,California,No,Extended,Bachelor,2011-01-31,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
YQ98322,Oregon,No,Basic,Bachelor,2011-01-04,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
EN27946,California,No,Premium,High School or Below,2011-02-17,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Call Center,Two-Door Car,Small
GT18396,Arizona,No,Extended,College,2011-02-05,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize
KL43280,California,No,Premium,College,2011-02-03,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Branch,Two-Door Car,Small
DB93245,Arizona,No,Basic,Doctor,2011-01-19,Employed,F,Urban,Divorced,Corporate Auto,Corporate L3,Offer2,Call Center,Four-Door Car,Medsize
SN53710,Washington,No,Extended,High School or Below,2011-01-16,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Medsize
IB82793,California,No,Basic,High School or Below,2011-01-11,Unemployed,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize
CT74097,Nevada,No,Extended,College,2011-02-18,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Branch,SUV,Small
HE20556,Arizona,No,Basic,Bachelor,2011-01-18,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer3,Web,Four-Door Car,Medsize
RQ41621,Arizona,No,Basic,Doctor,2011-02-21,Employed,F,Urban,Divorced,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize
TB88830,California,No,Basic,Master,2011-02-19,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer1,Branch,SUV,Medsize
LV94312,Oregon,No,Basic,College,2011-02-14,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize
PT45842,Arizona,No,Basic,College,2011-02-11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,Two-Door Car,Small
CV49750,Arizona,Yes,Basic,Bachelor,2011-01-03,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize
RB63074,Oregon,No,Basic,High School or Below,2011-01-03,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize
XX73066,Arizona,No,Basic,Master,2011-02-02,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize
VN22337,California,No,Extended,College,2011-02-07,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize
BA19651,California,No,Extended,High School or Below,2011-01-01,Employed,M,Urban,Divorced,Corporate Auto,Corporate L3,Offer3,Agent,Four-Door Car,Medsize
UX18122,Washington,No,Extended,Bachelor,2011-01-17,Employed,F,Suburban,Married,Corporate Auto,Corporate L1,Offer2,Web,Four-Door Car,Medsize
HY46017,California,No,Basic,College,2011-02-26,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Large
ZI95657,California,Yes,Extended,Doctor,2011-01-18,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,Sports Car,Medsize
MK93363,Washington,No,Basic,Master,2011-02-17,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Branch,Sports Car,Medsize
UM26324,Washington,Yes,Basic,High School or Below,2011-01-06,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Offer2,Agent,Four-Door Car,Large
ZN18884,California,No,Basic,Bachelor,2011-01-23,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer4,Call Center,Four-Door Car,Medsize
PN18863,California,No,Basic,College,2011-01-11,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer2,Web,Four-Door Car,Medsize
BK76340,California,No,Extended,High School or Below,2011-02-07,Disabled,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Luxury SUV,Medsize
QZ83992,California,No,Basic,College,2011-02-24,Medical Leave,M,Suburban,Married,Corporate Auto,Corporate L1,Offer1,Agent,SUV,Medsize
WE23159,Oregon,No,Extended,High School or Below,2011-02-22,Unemployed,M,Suburban,Single,Special Auto,Special L2,Offer2,Agent,Sports Car,Small
GA86186,Oregon,Yes,Extended,College,2011-01-05,Employed,M,Urban,Divorced,Special Auto,Special L3,Offer2,Call Center,Four-Door Car,Medsize
ZM24497,California,No,Extended,High School or Below,2011-02-03,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Web,Luxury SUV,Large
EY97047,Oregon,Yes,Basic,College,2011-02-20,Employed,M,Urban,Single,Corporate Auto,Corporate L2,Offer2,Agent,Four-Door Car,Medsize
NW14895,Arizona,No,Basic,Bachelor,2011-01-02,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Agent,SUV,Small
KS42294,California,No,Basic,College,2011-01-14,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Small
DQ50258,California,No,Basic,College,2011-02-07,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
XK10881,Oregon,No,Basic,Bachelor,2011-02-10,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
