,alpha_customer,customer,state,response,coverage,education,employment_status,gender,location_code,marital_status,policy_type,policy,policy_n,renew_offer_type,sales_channel,vehicle_class,vehicle_size
6924,GD,56260,Oregon,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Personal L,3,1,Agent,Two-Door Car,Medsize
6925,YD,45660,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L,3,4,Call Center,SUV,Medsize
6926,XN,50058,California,No,Premium,Doctor,Employed,M,Suburban,Single,Corporate Auto,Corporate L,3,1,Agent,Four-Door Car,Medsize
6927,QO,61775,California,No,Basic,Master,Employed,M,Rural,Single,Personal Auto,Personal L,2,2,Agent,SUV,Medsize
6928,PZ,67684,Arizona,No,Basic,College,Employed,F,Suburban,Single,Personal Auto,Personal L,2,1,Agent,Luxury SUV,Small
6929,IK,77998,Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L,2,1,Agent,Four-Door Car,Medsize
6930,FL,96333,Nevada,No,Extended,College,Employed,M,Urban,Married,Personal Auto,Personal L,3,2,Web,Two-Door Car,Medsize
6931,EI,58541,Washington,Yes,Basic,College,Retired,F,Suburban,Married,Personal Auto,Personal L,3,2,Branch,Two-Door Car,Large
6932,WW,68250,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L,3,2,Agent,Four-Door Car,Small
6933,XT,19780,Oregon,No,Basic,High School or Below,Disabled,F,Suburban,Married,Personal Auto,Personal L,3,1,Branch,Two-Door Car,Small
6934,SE,44262,California,No,Extended,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L,3,1,Agent,Four-Door Car,Medsize
6935,GO,86980,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Corporate L,2,4,Call Center,Two-Door Car,Small
6936,ZB,69355,Oregon,No,Basic,Bachelor,Medical Leave,F,Suburban,Married,Personal Auto,Personal L,3,1,Call Center,Sports Car,Large
6937,TM,12486,Oregon,No,Extended,High School or Below,Retired,M,Suburban,Single,Personal Auto,Personal L,3,3,Web,Four-Door Car,Small
6938,NB,86870,Arizona,Yes,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L,3,2,Agent,Four-Door Car,Medsize
6939,SS,12362,California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Special Auto,Special L,3,2,Agent,Four-Door Car,Medsize
6940,VW,58299,California,Yes,Basic,Bachelor,Retired,M,Suburban,Divorced,Personal Auto,Personal L,3,1,Branch,SUV,Medsize
6941,TG,37039,Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L,3,1,Branch,Four-Door Car,Medsize
6942,RO,25639,Nevada,No,Basic,Doctor,Employed,F,Urban,Married,Personal Auto,Personal L,3,2,Branch,Four-Door Car,Medsize
6943,JK,35644,Oregon,No,Extended,Master,Disabled,M,Urban,Single,Corporate Auto,Corporate L,1,4,Agent,Four-Door Car,Medsize
6944,DK,69871,Nevada,No,Basic,Master,Employed,M,Urban,Divorced,Personal Auto,Personal L,3,1,Call Center,Four-Door Car,Medsize
6945,OU,43146,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L,3,2,Agent,Luxury SUV,Medsize
6946,KN,47424,Oregon,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L,3,1,Agent,Four-Door Car,Medsize
6947,ZX,80668,Nevada,No,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L,3,1,Branch,SUV,Medsize
6948,OI,80614,California,Yes,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L,3,2,Agent,Two-Door Car,Medsize
6949,JA,44693,Oregon,No,Basic,College,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L,3,3,Branch,Four-Door Car,Small
6950,FI,61059,Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L,3,3,Call Center,Four-Door Car,Medsize
6951,ZF,81243,Nevada,Yes,Premium,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Personal L,1,2,Agent,Four-Door Car,Medsize
6952,XD,19934,Oregon,No,Extended,High School or Below,Employed,M,Rural,Single,Personal Auto,Personal L,3,2,Web,Four-Door Car,Medsize
6953,TA,77711,Oregon,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L,3,3,Branch,SUV,Small
6954,PS,92059,California,No,Basic,Doctor,Employed,F,Rural,Married,Corporate Auto,Corporate L,3,2,Branch,Four-Door Car,Medsize
6955,TT,19625,Nevada,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L,3,1,Branch,Luxury Car,Medsize
6956,EV,95033,Oregon,Yes,Basic,Master,Employed,M,Suburban,Married,Special Auto,Special L,2,3,Web,Two-Door Car,Small
6957,CS,30775,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L,3,4,Web,Two-Door Car,Small
6958,CI,51999,Arizona,No,Basic,College,Medical Leave,M,Suburban,Married,Personal Auto,Personal L,1,1,Branch,SUV,Medsize
6959,HK,96298,California,No,Basic,Master,Employed,M,Rural,Divorced,Personal Auto,Personal L,2,4,Agent,Four-Door Car,Large
6960,UO,59377,Arizona,Yes,Extended,High School or Below,Retired,F,Suburban,Divorced,Personal Auto,Personal L,3,1,Agent,Four-Door Car,Large
6961,OU,99581,California,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L,2,2,Call Center,Four-Door Car,Large
6962,SN,63066,Nevada,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L,2,2,Branch,Luxury Car,Medsize
6963,DK,92504,Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L,1,3,Branch,Luxury Car,Small
6964,DW,72437,Oregon,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,Personal L,2,3,Call Center,Two-Door Car,Medsize
6965,GE,49670,Arizona,No,Premium,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L,3,3,Branch,Four-Door Car,Medsize
6966,TK,38409,Nevada,Yes,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,Personal L,3,1,Agent,Two-Door Car,Medsize
6967,OD,89873,Arizona,Yes,Basic,Bachelor,Employed,M,Urban,Married,Corporate Auto,Corporate L,1,2,Agent,Four-Door Car,Medsize
6968,KW,41658,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L,3,4,Call Center,Four-Door Car,Medsize
6969,UZ,35113,California,No,Extended,Bachelor,Employed,F,Rural,Married,Special Auto,Special L,2,3,Branch,SUV,Medsize
6970,HO,81102,Washington,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Personal L,3,1,Agent,Four-Door Car,Medsize
6971,SM,42781,Arizona,No,Basic,Bachelor,Unemployed,F,Urban,Married,Personal Auto,Personal L,2,1,Web,Luxury SUV,Small
6972,TB,40283,California,Yes,Extended,Bachelor,Unemployed,F,Suburban,Divorced,Corporate Auto,Corporate L,2,1,Call Center,SUV,Medsize
6973,CR,76145,California,Yes,Premium,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L,2,1,Branch,Four-Door Car,Large
6974,TK,45392,California,Yes,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L,2,2,Agent,Four-Door Car,Medsize
6975,JN,78502,Washington,No,Basic,High School or Below,Employed,F,Suburban,Married,Special Auto,Special L,3,4,Web,SUV,Small
6976,KZ,60207,Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L,2,4,Agent,Four-Door Car,Small
6977,BR,50492,Arizona,No,Extended,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L,1,1,Call Center,SUV,Medsize
6978,ES,21306,California,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L,3,1,Branch,SUV,Small
6979,AT,29024,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L,2,2,Agent,Four-Door Car,Small
6980,NP,23146,Arizona,No,Basic,College,Employed,F,Urban,Married,Special Auto,Special L,2,3,Branch,Two-Door Car,Medsize
6981,SY,48471,California,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L,2,1,Agent,Four-Door Car,Medsize
6982,GJ,47397,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Special Auto,Special L,2,2,Agent,SUV,Medsize
6983,CE,69971,Oregon,No,Extended,Master,Medical Leave,F,Rural,Married,Personal Auto,Personal L,3,1,Agent,Four-Door Car,Medsize
6984,GM,54859,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L,2,3,Agent,Two-Door Car,Large
6985,WY,27579,Oregon,No,Extended,Bachelor,Employed,M,Rural,Single,Personal Auto,Personal L,3,2,Web,Two-Door Car,Large
6986,ZT,87452,Oregon,No,Extended,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Personal L,1,2,Web,Four-Door Car,Small
6987,JM,35350,California,No,Basic,College,Retired,F,Suburban,Married,Special Auto,Special L,3,2,Agent,Two-Door Car,Medsize
6988,PT,40521,California,Yes,Extended,Bachelor,Retired,F,Suburban,Single,Corporate Auto,Corporate L,1,1,Agent,SUV,Medsize
6989,TN,71469,Oregon,No,Basic,College,Employed,F,Suburban,Single,Personal Auto,Personal L,3,2,Web,SUV,Medsize
6990,GE,26813,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L,3,1,Call Center,Four-Door Car,Small
6991,LU,37653,Oregon,No,Extended,College,Employed,F,Urban,Married,Corporate Auto,Corporate L,3,4,Call Center,Four-Door Car,Medsize
6992,QW,40254,Oregon,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L,3,4,Agent,Four-Door Car,Medsize
6993,MH,76107,California,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L,3,2,Agent,Sports Car,Medsize
6994,ZH,28728,Oregon,No,Premium,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L,3,1,Call Center,SUV,Medsize
6995,SF,29524,Oregon,No,Basic,Doctor,Retired,M,Suburban,Divorced,Personal Auto,Personal L,1,3,Branch,Four-Door Car,Small
6996,WT,21922,Arizona,No,Basic,High School or Below,Employed,F,Rural,Married,Corporate Auto,Corporate L,1,1,Branch,Sports Car,Medsize
6997,WZ,56476,California,Yes,Extended,Doctor,Unemployed,F,Suburban,Married,Personal Auto,Personal L,3,1,Agent,Four-Door Car,Medsize
6998,PP,62909,Oregon,No,Basic,Master,Unemployed,F,Rural,Single,Special Auto,Special L,2,1,Agent,Sports Car,Medsize
6999,XY,57950,California,No,Extended,College,Unemployed,M,Suburban,Divorced,Special Auto,Special L,2,1,Branch,Four-Door Car,Medsize
7000,RA,97108,Oregon,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L,2,3,Call Center,Four-Door Car,Medsize
7001,LT,57545,California,No,Basic,College,Medical Leave,F,Rural,Married,Personal Auto,Personal L,2,1,Web,Four-Door Car,Medsize
7002,MM,97107,Oregon,No,Premium,High School or Below,Medical Leave,M,Suburban,Married,Personal Auto,Personal L,2,1,Agent,Two-Door Car,Medsize
7003,PO,26937,Oregon,No,Premium,Bachelor,Employed,M,Rural,Married,Corporate Auto,Corporate L,3,3,Web,Four-Door Car,Medsize
7004,GJ,99406,Arizona,Yes,Extended,College,Employed,F,Rural,Married,Corporate Auto,Corporate L,2,2,Call Center,Two-Door Car,Small
7005,LU,86185,California,Yes,Extended,Master,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L,2,1,Branch,Sports Car,Medsize
7006,RO,82935,Nevada,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal Auto,Personal L,3,1,Web,Two-Door Car,Small
7007,SC,47383,Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Corporate L,2,1,Branch,Four-Door Car,Medsize
7008,LV,27997,Oregon,Yes,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L,2,2,Web,Four-Door Car,Medsize
7009,RJ,32720,Arizona,No,Extended,College,Employed,F,Suburban,Divorced,Personal Auto,Personal L,3,1,Web,Four-Door Car,Medsize
7010,KR,90607,Washington,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L,1,1,Agent,SUV,Medsize
7011,PZ,95949,Arizona,Yes,Extended,Doctor,Employed,M,Suburban,Married,Personal Auto,Personal L,3,1,Branch,Two-Door Car,Medsize
7012,GI,25850,Arizona,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L,3,3,Call Center,Four-Door Car,Medsize
7013,QH,60569,California,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Personal L,3,1,Agent,Two-Door Car,Medsize
7014,II,27516,California,Yes,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L,3,2,Call Center,Two-Door Car,Large
7015,QI,21338,Oregon,Yes,Premium,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L,3,2,Call Center,Two-Door Car,Small
7016,HG,83893,Nevada,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L,2,3,Agent,SUV,Medsize
7017,RN,66346,California,No,Basic,Master,Employed,M,Rural,Divorced,Personal Auto,Personal L,3,3,Agent,Two-Door Car,Medsize
7018,RS,53995,California,No,Basic,College,Employed,M,Rural,Married,Corporate Auto,Corporate L,1,2,Web,Two-Door Car,Large
7019,TD,90177,Oregon,Yes,Basic,College,Employed,M,Urban,Single,Personal Auto,Personal L,2,2,Agent,Four-Door Car,Medsize
7020,FP,11025,California,No,Basic,Bachelor,Employed,F,Urban,Married,Special Auto,Special L,3,3,Branch,SUV,Large
7021,SA,62385,Oregon,No,Extended,High School or Below,Medical Leave,F,Suburban,Married,Personal Auto,Personal L,3,1,Call Center,Four-Door Car,Medsize
7022,NL,68893,California,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L,3,1,Call Center,Four-Door Car,Small
7023,LA,31975,Arizona,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L,3,1,Branch,Luxury SUV,Small
7024,RM,31359,Oregon,No,Extended,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L,3,3,Agent,Four-Door Car,Small
7025,WM,19996,California,No,Basic,Bachelor,Employed,M,Urban,Divorced,Corporate Auto,Corporate L,3,1,Call Center,SUV,Medsize
7026,SU,32452,Arizona,No,Extended,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Personal L,3,1,Agent,Four-Door Car,Small
7027,MZ,79386,California,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L,3,2,Call Center,Four-Door Car,Small
7028,OY,15095,Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L,3,1,Agent,Two-Door Car,Medsize
7029,UV,99893,Arizona,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Corporate L,3,2,Call Center,Two-Door Car,Small
7030,LD,48189,Nevada,Yes,Extended,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Personal L,2,2,Agent,Four-Door Car,Medsize
7031,EK,13316,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L,3,2,Web,Four-Door Car,Large
7032,FE,82005,Oregon,No,Basic,Bachelor,Medical Leave,F,Suburban,Single,Personal Auto,Personal L,3,1,Call Center,Four-Door Car,Medsize
7033,BL,44708,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L,2,1,Branch,Two-Door Car,Small
7034,PQ,65328,Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L,3,2,Call Center,Four-Door Car,Medsize
7035,AA,56476,Arizona,Yes,Basic,High School or Below,Employed,F,Suburban,Single,Corporate Auto,Corporate L,2,2,Call Center,Four-Door Car,Medsize
7036,BL,66157,California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L,2,3,Web,Four-Door Car,Small
7037,SN,26999,Oregon,No,Extended,High School or Below,Employed,F,Suburban,Single,Personal Auto,Personal L,3,2,Agent,Two-Door Car,Small
7038,TS,81548,Oregon,No,Basic,Master,Employed,F,Suburban,Married,Personal Auto,Personal L,3,3,Branch,Four-Door Car,Medsize
7039,DY,34902,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Single,Corporate Auto,Corporate L,2,2,Branch,Four-Door Car,Small
7040,SX,75100,Arizona,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate Auto,Corporate L,2,2,Web,Four-Door Car,Medsize
7041,LZ,98529,Arizona,No,Basic,High School or Below,Retired,M,Suburban,Divorced,Personal Auto,Personal L,2,2,Agent,SUV,Medsize
7042,FM,10372,California,No,Extended,College,Employed,F,Rural,Divorced,Personal Auto,Personal L,3,4,Branch,Four-Door Car,Large
7043,QX,54666,California,No,Basic,High School or Below,Disabled,M,Suburban,Single,Personal Auto,Personal L,3,1,Branch,Four-Door Car,Medsize
7044,FR,48094,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L,3,4,Branch,Four-Door Car,Small
7045,FH,61723,California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L,3,3,Web,Two-Door Car,Medsize
7046,QY,83498,Oregon,Yes,Extended,College,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L,3,2,Agent,Four-Door Car,Medsize
7047,GC,81619,Oregon,Yes,Basic,Master,Employed,F,Suburban,Divorced,Personal Auto,Personal L,1,2,Branch,SUV,Medsize
7048,BD,84823,Oregon,Yes,Premium,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L,2,1,Agent,Four-Door Car,Medsize
7049,EU,78163,California,No,Basic,College,Disabled,F,Suburban,Married,Personal Auto,Personal L,2,1,Agent,Four-Door Car,Medsize
7050,FD,34314,Arizona,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate Auto,Corporate L,1,2,Web,Four-Door Car,Medsize
7051,HS,74723,Arizona,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L,3,4,Web,Luxury SUV,Small
7052,LX,27768,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L,2,3,Branch,SUV,Small
7053,YB,91420,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L,1,3,Agent,Four-Door Car,Medsize
7054,QA,45054,Arizona,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L,2,3,Agent,SUV,Small
7055,CO,53758,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L,2,4,Agent,Four-Door Car,Small
7056,CW,57656,Oregon,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Personal L,3,1,Agent,Four-Door Car,Medsize
7057,MR,22119,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L,3,4,Web,SUV,Medsize
7058,DI,22093,California,No,Extended,College,Employed,M,Urban,Married,Personal Auto,Personal L,3,1,Call Center,Four-Door Car,Medsize
7059,PQ,35034,Oregon,No,Basic,College,Employed,F,Rural,Divorced,Corporate Auto,Corporate L,3,1,Branch,Two-Door Car,Medsize
7060,XB,30904,Arizona,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L,3,2,Call Center,Two-Door Car,Medsize
7061,VF,15321,Washington,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L,2,2,Branch,Four-Door Car,Medsize
7062,LX,71137,Arizona,No,Extended,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L,3,3,Branch,Four-Door Car,Medsize
7063,SI,35064,Washington,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L,1,1,Agent,SUV,Medsize
7064,SI,26369,Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L,3,2,Call Center,Two-Door Car,Medsize
7065,LD,69905,Arizona,No,Extended,High School or Below,Medical Leave,M,Suburban,Married,Personal Auto,Personal L,2,1,Call Center,Four-Door Car,Medsize
7066,VY,84895,Nevada,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L,3,2,Branch,Four-Door Car,Medsize
7067,UA,38043,California,Yes,Basic,High School or Below,Retired,F,Suburban,Divorced,Personal Auto,Personal L,2,1,Branch,Four-Door Car,Medsize
7068,WM,46083,Arizona,No,Basic,Master,Employed,M,Urban,Divorced,Personal Auto,Personal L,2,4,Branch,Two-Door Car,Medsize
7069,GQ,57207,California,Yes,Basic,Bachelor,Disabled,F,Suburban,Divorced,Personal Auto,Personal L,2,1,Web,Four-Door Car,Medsize
7070,CQ,80529,Oregon,No,Basic,College,Employed,F,Urban,Single,Personal Auto,Personal L,3,3,Web,SUV,Medsize
7071,LN,99954,Washington,No,Premium,Master,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L,2,3,Branch,Four-Door Car,Medsize
7072,UF,36353,Oregon,No,Extended,College,Employed,M,Rural,Married,Special Auto,Special L,3,3,Branch,SUV,Medsize
7073,IZ,24763,Nevada,No,Extended,Bachelor,Unemployed,F,Suburban,Divorced,Corporate Auto,Corporate L,2,1,Web,Four-Door Car,Small
7074,TU,27017,California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L,3,3,Branch,Four-Door Car,Medsize
7075,WS,46887,Washington,No,Premium,Bachelor,Employed,F,Urban,Single,Personal Auto,Personal L,2,1,Branch,Four-Door Car,Medsize
7076,GQ,32356,Nevada,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L,3,2,Agent,Four-Door Car,Medsize
7077,PZ,81131,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L,3,2,Agent,SUV,Medsize
7078,ZW,79814,California,Yes,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L,1,2,Agent,Two-Door Car,Medsize
7079,KV,79964,Arizona,No,Premium,Doctor,Employed,M,Suburban,Married,Personal Auto,Personal L,1,1,Branch,Four-Door Car,Medsize
