,state,response,coverage,education,effective_to_date,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
7390,California,No,Basic,High School or Below,2011-01-23,Unemployed,F,Suburban,Married,Corporate Auto,3,3,Agent,SUV,Medsize
7391,California,No,Basic,High School or Below,2011-01-16,Employed,F,Suburban,Married,Personal Auto,2,4,Call Center,Four-Door Car,Small
7392,Oregon,No,Basic,High School or Below,2011-02-22,Employed,M,Suburban,Married,Personal Auto,2,2,Call Center,SUV,Small
7393,Oregon,No,Basic,Bachelor,2011-02-14,Unemployed,F,Suburban,Married,Corporate Auto,3,1,Agent,Two-Door Car,Small
7394,California,No,Basic,College,2011-01-12,Employed,F,Urban,Married,Personal Auto,1,2,Agent,Four-Door Car,Medsize
7395,Arizona,No,Extended,Doctor,2011-02-04,Employed,M,Rural,Single,Personal Auto,1,1,Agent,Sports Car,Medsize
7396,Nevada,No,Basic,College,2011-01-03,Employed,F,Rural,Married,Personal Auto,2,4,Agent,SUV,Small
7397,Arizona,No,Premium,College,2011-01-22,Employed,M,Suburban,Married,Personal Auto,2,2,Call Center,Two-Door Car,Medsize
7398,Washington,Yes,Extended,College,2011-01-28,Employed,F,Rural,Married,Personal Auto,1,2,Call Center,Two-Door Car,Small
7399,Oregon,No,Premium,Bachelor,2011-01-12,Employed,M,Suburban,Divorced,Personal Auto,1,2,Branch,Four-Door Car,Medsize
7400,California,No,Extended,High School or Below,2011-01-18,Unemployed,F,Suburban,Single,Personal Auto,3,4,Branch,Two-Door Car,Large
7401,Oregon,No,Basic,Doctor,2011-01-19,Unemployed,F,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Small
7402,Nevada,Yes,Basic,High School or Below,2011-02-23,Disabled,F,Suburban,Married,Special Auto,2,2,Agent,SUV,Small
7403,California,No,Extended,College,2011-02-13,Employed,M,Rural,Divorced,Special Auto,1,3,Web,Four-Door Car,Medsize
7404,California,No,Basic,Bachelor,2011-02-08,Employed,F,Suburban,Married,Personal Auto,2,1,Call Center,Four-Door Car,Medsize
7405,Oregon,Yes,Extended,College,2011-02-13,Employed,F,Suburban,Married,Personal Auto,2,1,Branch,Luxury Car,Small
7406,California,No,Premium,Bachelor,2011-02-11,Employed,F,Suburban,Married,Personal Auto,2,1,Branch,Four-Door Car,Medsize
7407,Nevada,No,Basic,High School or Below,2011-01-03,Employed,F,Urban,Married,Personal Auto,2,2,Call Center,Two-Door Car,Medsize
7408,Oregon,No,Basic,Bachelor,2011-02-19,Employed,M,Rural,Married,Personal Auto,1,4,Branch,Two-Door Car,Medsize
7409,California,No,Basic,Master,2011-01-28,Employed,M,Urban,Married,Personal Auto,1,3,Agent,Four-Door Car,Medsize
7410,Washington,No,Extended,College,2011-01-26,Employed,F,Rural,Married,Personal Auto,2,3,Agent,Four-Door Car,Medsize
7411,California,No,Basic,Master,2011-02-28,Employed,F,Rural,Married,Personal Auto,3,2,Branch,Four-Door Car,Medsize
7412,Oregon,No,Basic,Bachelor,2011-01-28,Employed,F,Suburban,Married,Personal Auto,3,4,Branch,Four-Door Car,Medsize
7413,Arizona,No,Basic,Bachelor,2011-01-27,Employed,M,Urban,Married,Personal Auto,1,2,Web,Four-Door Car,Medsize
7414,Oregon,No,Extended,High School or Below,2011-02-06,Unemployed,M,Suburban,Single,Corporate Auto,2,1,Branch,Two-Door Car,Medsize
7415,Washington,No,Extended,College,2011-01-03,Employed,M,Suburban,Married,Personal Auto,2,4,Call Center,Four-Door Car,Medsize
7416,California,Yes,Extended,Master,2011-02-23,Unemployed,F,Suburban,Single,Personal Auto,2,1,Branch,Sports Car,Medsize
7417,California,No,Basic,High School or Below,2011-02-07,Employed,F,Suburban,Married,Personal Auto,2,4,Call Center,Four-Door Car,Small
7418,California,No,Extended,College,2011-02-27,Employed,F,Rural,Divorced,Personal Auto,3,4,Agent,Four-Door Car,Medsize
7419,California,No,Basic,Bachelor,2011-02-27,Disabled,F,Suburban,Married,Personal Auto,1,1,Web,SUV,Medsize
7420,Washington,No,Extended,High School or Below,2011-01-28,Employed,F,Rural,Married,Personal Auto,3,2,Agent,Four-Door Car,Medsize
7421,Arizona,No,Basic,College,2011-01-20,Employed,F,Suburban,Divorced,Personal Auto,3,1,Agent,Four-Door Car,Small
7422,Oregon,No,Basic,Bachelor,2011-01-19,Employed,F,Urban,Divorced,Personal Auto,1,4,Call Center,Four-Door Car,Small
7423,Oregon,Yes,Extended,College,2011-01-05,Employed,M,Urban,Divorced,Personal Auto,2,2,Call Center,Four-Door Car,Medsize
7424,Oregon,No,Premium,High School or Below,2011-01-05,Employed,M,Rural,Married,Personal Auto,3,2,Agent,SUV,Medsize
7425,Oregon,No,Basic,Bachelor,2011-01-06,Unemployed,M,Suburban,Divorced,Personal Auto,3,1,Branch,SUV,Small
7426,California,No,Premium,College,2011-01-04,Disabled,M,Suburban,Divorced,Personal Auto,3,4,Agent,SUV,Small
7427,California,No,Basic,Bachelor,2011-01-14,Employed,F,Suburban,Married,Corporate Auto,2,3,Call Center,Four-Door Car,Medsize
7428,California,Yes,Basic,Bachelor,2011-02-25,Disabled,M,Suburban,Married,Personal Auto,2,1,Branch,Sports Car,Large
7429,Nevada,No,Extended,College,2011-01-30,Employed,F,Urban,Divorced,Personal Auto,3,1,Web,Four-Door Car,Small
7430,Arizona,No,Premium,College,2011-01-06,Employed,M,Suburban,Married,Personal Auto,3,1,Agent,SUV,Medsize
7431,Nevada,No,Basic,Bachelor,2011-01-21,Employed,F,Rural,Married,Corporate Auto,3,1,Branch,Luxury SUV,Medsize
7432,Oregon,No,Extended,High School or Below,2011-01-14,Employed,M,Suburban,Single,Corporate Auto,3,4,Call Center,Four-Door Car,Small
7433,Oregon,No,Basic,High School or Below,2011-02-10,Unemployed,M,Suburban,Married,Personal Auto,3,2,Agent,Sports Car,Medsize
7434,California,No,Premium,High School or Below,2011-01-05,Employed,F,Suburban,Married,Corporate Auto,1,2,Agent,SUV,Medsize
7435,California,No,Premium,High School or Below,2011-01-17,Employed,M,Urban,Married,Corporate Auto,2,1,Call Center,SUV,Small
7436,Arizona,No,Basic,High School or Below,2011-01-12,Unemployed,F,Suburban,Married,Personal Auto,3,1,Agent,Four-Door Car,Small
7437,Oregon,No,Extended,Bachelor,2011-01-02,Employed,M,Suburban,Married,Corporate Auto,3,3,Call Center,SUV,Small
7438,California,No,Basic,High School or Below,2011-02-06,Employed,F,Suburban,Married,Personal Auto,1,3,Agent,Sports Car,Medsize
7439,Oregon,No,Extended,High School or Below,2011-02-15,Employed,M,Suburban,Single,Personal Auto,3,2,Call Center,Four-Door Car,Medsize
7440,Washington,Yes,Basic,Bachelor,2011-01-03,Employed,M,Suburban,Married,Personal Auto,3,2,Agent,Two-Door Car,Medsize
7441,Oregon,No,Extended,High School or Below,2011-02-01,Employed,M,Suburban,Married,Personal Auto,2,2,Branch,Two-Door Car,Medsize
7442,California,No,Premium,College,2011-02-25,Unemployed,M,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Medsize
7443,Oregon,No,Extended,College,2011-01-03,Employed,M,Rural,Married,Personal Auto,2,1,Web,Two-Door Car,Medsize
7444,California,No,Basic,Bachelor,2011-02-13,Employed,M,Suburban,Married,Personal Auto,2,4,Branch,Two-Door Car,Small
7445,Arizona,Yes,Basic,High School or Below,2011-02-20,Medical Leave,M,Suburban,Single,Special Auto,3,1,Call Center,SUV,Medsize
7446,Washington,No,Basic,High School or Below,2011-01-13,Unemployed,F,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Small
7447,California,Yes,Basic,College,2011-01-01,Retired,M,Suburban,Married,Personal Auto,2,2,Agent,Two-Door Car,Medsize
7448,Arizona,No,Basic,High School or Below,2011-01-03,Employed,M,Urban,Married,Personal Auto,3,3,Branch,Four-Door Car,Large
7449,California,No,Basic,Bachelor,2011-01-21,Unemployed,M,Suburban,Married,Personal Auto,3,3,Branch,SUV,Medsize
7450,California,No,Extended,Bachelor,2011-01-19,Employed,F,Suburban,Married,Personal Auto,3,3,Agent,Luxury SUV,Medsize
7451,California,No,Extended,High School or Below,2011-02-02,Unemployed,F,Suburban,Married,Personal Auto,3,2,Web,SUV,Medsize
7452,California,No,Basic,College,2011-01-31,Unemployed,M,Suburban,Divorced,Personal Auto,3,2,Web,Four-Door Car,Large
7453,California,No,Basic,College,2011-01-14,Employed,M,Urban,Married,Personal Auto,3,3,Agent,Four-Door Car,Medsize
7454,Washington,No,Extended,High School or Below,2011-01-05,Employed,M,Suburban,Married,Personal Auto,3,4,Call Center,Four-Door Car,Large
7455,Oregon,Yes,Premium,Bachelor,2011-01-24,Employed,F,Suburban,Single,Special Auto,3,2,Agent,Luxury Car,Medsize
7456,Arizona,Yes,Basic,High School or Below,2011-01-10,Employed,M,Suburban,Married,Corporate Auto,2,2,Agent,Four-Door Car,Medsize
7457,Washington,No,Premium,Bachelor,2011-01-01,Unemployed,F,Suburban,Married,Personal Auto,3,1,Branch,Luxury Car,Medsize
7458,California,No,Extended,College,2011-02-03,Unemployed,F,Suburban,Single,Personal Auto,2,1,Call Center,Two-Door Car,Large
7459,Oregon,No,Basic,Doctor,2011-01-01,Employed,M,Rural,Married,Personal Auto,2,2,Branch,Sports Car,Medsize
7460,Washington,No,Premium,High School or Below,2011-01-18,Employed,M,Urban,Married,Corporate Auto,3,1,Call Center,Four-Door Car,Medsize
7461,California,No,Basic,College,2011-02-27,Unemployed,M,Suburban,Single,Personal Auto,2,4,Call Center,Two-Door Car,Medsize
7462,Nevada,No,Extended,High School or Below,2011-02-21,Unemployed,F,Suburban,Divorced,Personal Auto,3,1,Branch,Sports Car,Large
7463,Washington,Yes,Extended,College,2011-01-08,Unemployed,M,Suburban,Single,Personal Auto,3,1,Agent,SUV,Medsize
7464,California,No,Basic,College,2011-02-04,Employed,F,Rural,Single,Personal Auto,2,4,Branch,Four-Door Car,Medsize
7465,Oregon,No,Basic,High School or Below,2011-01-17,Unemployed,M,Urban,Married,Personal Auto,3,3,Branch,Two-Door Car,Medsize
7466,Washington,No,Extended,Bachelor,2011-01-17,Retired,F,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Medsize
7467,Nevada,No,Extended,Bachelor,2011-02-28,Employed,M,Rural,Married,Personal Auto,3,1,Branch,Four-Door Car,Medsize
7468,Oregon,No,Extended,Master,2011-02-05,Employed,M,Urban,Single,Special Auto,1,4,Branch,Two-Door Car,Medsize
7469,Oregon,No,Extended,Bachelor,2011-02-10,Employed,M,Rural,Married,Personal Auto,2,4,Agent,SUV,Small
7470,Oregon,Yes,Basic,College,2011-02-03,Employed,M,Urban,Married,Corporate Auto,3,2,Web,Four-Door Car,Medsize
7471,California,No,Basic,Bachelor,2011-02-07,Employed,F,Urban,Single,Personal Auto,2,1,Agent,Four-Door Car,Medsize
7472,California,No,Extended,Doctor,2011-02-13,Employed,F,Suburban,Single,Personal Auto,3,2,Agent,Four-Door Car,Small
7473,Arizona,No,Extended,High School or Below,2011-02-02,Unemployed,M,Suburban,Single,Personal Auto,1,2,Agent,Four-Door Car,Medsize
7474,Oregon,No,Basic,Bachelor,2011-02-25,Employed,M,Rural,Married,Personal Auto,3,3,Branch,Four-Door Car,Medsize
7475,California,Yes,Basic,High School or Below,2011-02-03,Disabled,F,Suburban,Single,Corporate Auto,3,1,Web,Two-Door Car,Small
7476,California,No,Extended,Bachelor,2011-01-11,Employed,M,Urban,Single,Personal Auto,2,1,Agent,Four-Door Car,Medsize
7477,Arizona,No,Basic,Bachelor,2011-01-10,Unemployed,M,Suburban,Single,Personal Auto,1,1,Branch,Two-Door Car,Large
7478,Washington,No,Basic,Bachelor,2011-01-19,Unemployed,F,Suburban,Single,Personal Auto,3,2,Agent,Four-Door Car,Medsize
7479,Arizona,No,Basic,College,2011-01-25,Employed,M,Urban,Married,Corporate Auto,3,2,Call Center,Four-Door Car,Medsize
7480,Arizona,No,Basic,High School or Below,2011-01-07,Unemployed,F,Suburban,Divorced,Corporate Auto,3,1,Agent,Sports Car,Large
7481,Washington,No,Premium,High School or Below,2011-01-05,Unemployed,M,Suburban,Single,Personal Auto,2,2,Agent,Two-Door Car,Medsize
7482,California,Yes,Basic,High School or Below,2011-01-23,Employed,M,Suburban,Single,Personal Auto,3,2,Web,SUV,Medsize
7483,Arizona,No,Basic,College,2011-01-19,Unemployed,M,Suburban,Divorced,Corporate Auto,3,1,Agent,Four-Door Car,Medsize
7484,California,No,Basic,Bachelor,2011-01-12,Employed,M,Rural,Married,Corporate Auto,3,3,Call Center,Two-Door Car,Medsize
7485,Oregon,No,Basic,High School or Below,2011-01-06,Unemployed,F,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Medsize
7486,Oregon,Yes,Extended,College,2011-02-19,Unemployed,F,Suburban,Divorced,Special Auto,3,2,Agent,Four-Door Car,Medsize
7487,Arizona,No,Basic,College,2011-02-02,Unemployed,F,Suburban,Married,Personal Auto,1,1,Branch,Four-Door Car,Small
7488,Arizona,No,Basic,College,2011-01-25,Employed,F,Rural,Married,Personal Auto,3,1,Agent,Four-Door Car,Medsize
7489,California,No,Basic,College,2011-01-27,Disabled,F,Suburban,Divorced,Personal Auto,2,2,Call Center,Sports Car,Medsize
7490,Washington,No,Premium,Bachelor,2011-01-07,Medical Leave,F,Suburban,Married,Personal Auto,2,2,Branch,Two-Door Car,Small
7491,Arizona,No,Basic,Doctor,2011-01-26,Unemployed,F,Suburban,Married,Corporate Auto,3,2,Call Center,Two-Door Car,Medsize
7492,Arizona,No,Basic,Bachelor,2011-01-11,Employed,M,Suburban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Small
7493,Nevada,No,Basic,High School or Below,2011-02-02,Employed,F,Suburban,Married,Personal Auto,2,2,Branch,Four-Door Car,Medsize
7494,California,No,Basic,Bachelor,2011-02-06,Employed,M,Suburban,Divorced,Corporate Auto,1,3,Call Center,Two-Door Car,Medsize
7495,California,No,Basic,Bachelor,2011-02-28,Employed,F,Rural,Married,Personal Auto,3,2,Branch,Sports Car,Medsize
7496,Arizona,No,Extended,Bachelor,2011-01-12,Employed,F,Rural,Married,Personal Auto,1,4,Agent,Four-Door Car,Medsize
7497,Nevada,No,Basic,College,2011-02-11,Unemployed,F,Suburban,Single,Corporate Auto,2,1,Agent,Two-Door Car,Medsize
7498,Washington,No,Basic,Doctor,2011-01-18,Unemployed,F,Suburban,Married,Corporate Auto,3,1,Call Center,SUV,Medsize
7499,Oregon,No,Basic,High School or Below,2011-01-22,Unemployed,F,Suburban,Single,Personal Auto,3,1,Branch,SUV,Medsize
7500,Washington,No,Extended,College,2011-02-15,Employed,F,Urban,Married,Corporate Auto,2,1,Call Center,Two-Door Car,Small
7501,Oregon,No,Basic,High School or Below,2011-01-05,Employed,F,Rural,Married,Corporate Auto,3,1,Web,Two-Door Car,Medsize
7502,Arizona,No,Basic,Bachelor,2011-02-01,Unemployed,F,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Small
7503,Oregon,No,Basic,High School or Below,2011-02-10,Employed,F,Suburban,Single,Personal Auto,3,1,Agent,Two-Door Car,Small
7504,Oregon,Yes,Basic,High School or Below,2011-02-03,Employed,F,Urban,Single,Personal Auto,3,1,Agent,SUV,Small
7505,California,No,Basic,Master,2011-02-08,Unemployed,M,Suburban,Married,Corporate Auto,2,3,Branch,Sports Car,Medsize
7506,Washington,No,Basic,High School or Below,2011-02-07,Employed,F,Suburban,Married,Personal Auto,3,4,Call Center,Four-Door Car,Large
7507,Oregon,No,Basic,College,2011-01-08,Employed,M,Rural,Married,Personal Auto,2,1,Agent,Sports Car,Medsize
7508,Nevada,No,Basic,High School or Below,2011-02-24,Unemployed,M,Suburban,Single,Corporate Auto,2,1,Call Center,Four-Door Car,Medsize
7509,California,No,Extended,Doctor,2011-01-25,Employed,M,Suburban,Married,Personal Auto,3,1,Agent,SUV,Medsize
7510,Arizona,No,Basic,Bachelor,2011-02-08,Employed,M,Urban,Married,Personal Auto,3,1,Branch,Sports Car,Small
7511,Washington,No,Extended,College,2011-01-04,Employed,F,Suburban,Married,Special Auto,1,2,Agent,Four-Door Car,Medsize
7512,Nevada,No,Basic,Master,2011-02-10,Employed,M,Rural,Single,Personal Auto,1,4,Agent,SUV,Medsize
7513,Oregon,Yes,Basic,Bachelor,2011-01-21,Employed,F,Rural,Single,Personal Auto,2,2,Web,Four-Door Car,Medsize
7514,Arizona,No,Basic,High School or Below,2011-01-17,Employed,F,Urban,Married,Personal Auto,2,1,Web,SUV,Medsize
7515,Arizona,No,Basic,College,2011-01-13,Disabled,M,Suburban,Single,Personal Auto,2,2,Agent,SUV,Small
7516,Oregon,No,Basic,High School or Below,2011-02-23,Medical Leave,F,Suburban,Married,Personal Auto,1,2,Call Center,Four-Door Car,Small
7517,Washington,No,Premium,High School or Below,2011-02-07,Employed,M,Suburban,Married,Corporate Auto,3,2,Agent,Two-Door Car,Small
7518,California,Yes,Extended,College,2011-01-07,Employed,M,Rural,Married,Corporate Auto,2,2,Agent,Sports Car,Medsize
7519,California,No,Basic,High School or Below,2011-01-08,Employed,F,Suburban,Married,Personal Auto,1,2,Call Center,Four-Door Car,Small
7520,California,Yes,Extended,College,2011-02-23,Retired,M,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Medsize
7521,California,Yes,Basic,Bachelor,2011-02-06,Employed,M,Suburban,Single,Personal Auto,3,2,Call Center,Four-Door Car,Small
7522,Nevada,Yes,Extended,Bachelor,2011-02-17,Employed,F,Suburban,Married,Personal Auto,2,2,Agent,SUV,Medsize
7523,Oregon,No,Premium,Master,2011-01-10,Unemployed,F,Urban,Married,Personal Auto,3,2,Branch,Four-Door Car,Medsize
7524,Arizona,Yes,Basic,College,2011-02-25,Employed,M,Suburban,Divorced,Corporate Auto,2,1,Agent,Two-Door Car,Medsize
7525,Oregon,No,Basic,Bachelor,2011-01-26,Disabled,F,Suburban,Married,Personal Auto,2,3,Call Center,Four-Door Car,Medsize
7526,Arizona,No,Basic,Master,2011-01-30,Unemployed,M,Suburban,Divorced,Personal Auto,1,1,Branch,Four-Door Car,Small
7527,Arizona,No,Basic,College,2011-01-03,Employed,F,Suburban,Married,Personal Auto,2,3,Agent,Luxury SUV,Medsize
7528,Arizona,No,Basic,Master,2011-02-27,Employed,F,Rural,Single,Corporate Auto,2,1,Call Center,Two-Door Car,Medsize
7529,California,No,Basic,Bachelor,2011-02-07,Medical Leave,M,Suburban,Single,Personal Auto,3,2,Agent,Two-Door Car,Medsize
7530,Washington,No,Extended,College,2011-02-14,Employed,F,Urban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Medsize
7531,Arizona,No,Extended,Doctor,2011-02-28,Employed,F,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Medsize
7532,Oregon,No,Basic,Bachelor,2011-02-22,Employed,M,Rural,Married,Personal Auto,2,3,Call Center,Two-Door Car,Medsize
7533,California,No,Premium,Bachelor,2011-02-01,Employed,M,Urban,Married,Corporate Auto,2,3,Branch,Two-Door Car,Medsize
7534,Oregon,No,Basic,High School or Below,2011-02-26,Employed,F,Suburban,Divorced,Personal Auto,3,3,Call Center,Four-Door Car,Small
7535,Oregon,No,Basic,High School or Below,2011-02-10,Unemployed,F,Suburban,Single,Personal Auto,3,1,Call Center,Four-Door Car,Small
7536,Oregon,No,Basic,High School or Below,2011-01-25,Unemployed,F,Suburban,Single,Corporate Auto,3,4,Agent,Four-Door Car,Medsize
7537,Oregon,No,Basic,Bachelor,2011-01-23,Employed,F,Urban,Single,Personal Auto,2,1,Agent,Four-Door Car,Medsize
7538,Nevada,No,Extended,College,2011-02-26,Employed,M,Urban,Single,Personal Auto,3,2,Web,Four-Door Car,Medsize
7539,Washington,No,Basic,Master,2011-01-14,Employed,M,Rural,Single,Personal Auto,2,1,Call Center,Four-Door Car,Large
7540,Arizona,Yes,Basic,Bachelor,2011-02-19,Employed,M,Urban,Married,Personal Auto,3,2,Agent,Four-Door Car,Medsize
7541,California,Yes,Basic,High School or Below,2011-01-18,Unemployed,F,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Small
7542,Arizona,No,Basic,College,2011-01-14,Employed,F,Suburban,Divorced,Corporate Auto,3,2,Web,Four-Door Car,Medsize
7543,Oregon,Yes,Basic,Master,2011-01-03,Employed,F,Rural,Married,Personal Auto,2,2,Web,Four-Door Car,Large
7544,Washington,No,Basic,High School or Below,2011-02-07,Employed,M,Rural,Married,Personal Auto,3,1,Agent,SUV,Medsize
7545,Oregon,No,Basic,Bachelor,2011-01-12,Medical Leave,F,Rural,Married,Personal Auto,2,1,Agent,Two-Door Car,Medsize
7546,Arizona,Yes,Basic,College,2011-02-07,Employed,M,Urban,Married,Corporate Auto,3,2,Agent,Sports Car,Medsize
7547,Oregon,No,Basic,College,2011-02-06,Employed,F,Suburban,Married,Personal Auto,3,1,Agent,SUV,Small
7548,California,No,Basic,College,2011-01-05,Employed,M,Urban,Single,Corporate Auto,2,2,Agent,Four-Door Car,Medsize
7549,Oregon,No,Basic,College,2011-02-23,Unemployed,M,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Medsize
7550,Arizona,Yes,Basic,High School or Below,2011-02-23,Disabled,F,Suburban,Married,Corporate Auto,3,2,Agent,SUV,Small
7551,Oregon,No,Premium,College,2011-01-05,Employed,F,Urban,Married,Personal Auto,3,1,Call Center,SUV,Medsize
7552,California,No,Basic,Bachelor,2011-02-19,Unemployed,M,Suburban,Single,Personal Auto,3,2,Branch,Sports Car,Medsize
7553,Arizona,No,Basic,Bachelor,2011-01-23,Employed,M,Rural,Divorced,Corporate Auto,1,1,Branch,Four-Door Car,Medsize
7554,Arizona,Yes,Extended,Master,2011-01-10,Employed,F,Rural,Married,Personal Auto,2,1,Branch,Four-Door Car,Large
7555,Nevada,No,Extended,College,2011-01-13,Unemployed,M,Suburban,Single,Corporate Auto,3,2,Call Center,Four-Door Car,Small
7556,Oregon,No,Premium,College,2011-01-20,Employed,F,Suburban,Married,Personal Auto,3,2,Branch,SUV,Medsize
7557,Arizona,No,Basic,College,2011-01-29,Employed,M,Suburban,Married,Personal Auto,3,1,Web,Four-Door Car,Medsize
